OrderDate,ProductName,UnitPrice,Quantity,UnitPriceDiscounted,TotalPrice,ShipName,ShipCountry,IsEurophian
1997-09-10 00.00.00.000,Boston Crab Meat,"18,40",30,"17,48","524,39996",Bon app',France,1
1997-09-10 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",30,"13,3",399,Bon app',France,1
1997-09-10 00.00.00.000,Manjimup Dried Apples,"53,00",20,"50,35",1007,Bon app',France,1
1997-09-10 00.00.00.000,Ikura,"31,00",24,"26,35","632,4",Furia Bacalhau e Frutos do Mar,Portugal,1
1997-09-10 00.00.00.000,Gnocchi di nonna Alice,"38,00",12,"32,3","387,59998",Furia Bacalhau e Frutos do Mar,Portugal,1
1997-09-10 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",15,"17,8925","268,3875",Furia Bacalhau e Frutos do Mar,Portugal,1
1997-09-11 00.00.00.000,Manjimup Dried Apples,"53,00",20,53,1060,Lonesome Pine Restaurant,USA,0
1997-09-11 00.00.00.000,Raclette Courdavault,"55,00",1,55,55,Lonesome Pine Restaurant,USA,0
1997-09-11 00.00.00.000,Lakkalikööri,"18,00",10,18,180,Lonesome Pine Restaurant,USA,0
1997-09-12 00.00.00.000,Thüringer Rostbratwurst,"123,79",36,"123,79","4456,44",Richter Supermarkt,Switzerland,1
1997-09-12 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",10,"21,05","210,5",Richter Supermarkt,Switzerland,1
1997-09-12 00.00.00.000,Gudbrandsdalsost,"36,00",45,"28,800001",1296,Ernst Handel,Austria,1
1997-09-12 00.00.00.000,Flotemysost,"21,50",14,"17,2","240,80002",Ernst Handel,Austria,1
1997-09-15 00.00.00.000,Gorgonzola Telino,"12,50",8,"11,25",90,Die Wandernde Kuh,Germany,1
1997-09-15 00.00.00.000,Pâté chinois,"24,00",4,"21,599998","86,399994",Die Wandernde Kuh,Germany,1
1997-09-15 00.00.00.000,Wimmers gute Semmelknödel,"33,25",15,"29,925","448,875",Die Wandernde Kuh,Germany,1
1997-09-15 00.00.00.000,Inlagd Sill,"19,00",30,19,570,Simons bistro,Denmark,1
1997-09-16 00.00.00.000,Tunnbröd,"9,00",32,9,288,Frankenversand,Germany,1
1997-09-16 00.00.00.000,Spegesild,"12,00",60,12,720,Frankenversand,Germany,1
1997-09-16 00.00.00.000,Laughing Lumberjack Lager,"14,00",25,14,350,Frankenversand,Germany,1
1997-09-16 00.00.00.000,Röd Kaviar,"15,00",50,15,750,Frankenversand,Germany,1
1997-09-16 00.00.00.000,Rhönbräu Klosterbier,"7,75",25,"7,75","193,75",Frankenversand,Germany,1
1997-09-17 00.00.00.000,Pavlova,"17,45",10,"17,45","174,5",France restauration,France,1
1997-09-17 00.00.00.000,Tarte au sucre,"49,30",10,"49,3",493,France restauration,France,1
1997-09-17 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",12,"21,05","252,59999",France restauration,France,1
1997-09-17 00.00.00.000,Côte de Blaye,"263,50",15,"237,15","3557,25",Berglunds snabbköp,Sweden,1
1997-09-17 00.00.00.000,Flotemysost,"21,50",12,"21,5",258,Berglunds snabbköp,Sweden,1
1997-09-18 00.00.00.000,Pavlova,"17,45",3,"17,45","52,350002",Wilman Kala,Finland,1
1997-09-18 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",6,14,84,Wilman Kala,Finland,1
1997-09-18 00.00.00.000,Ipoh Coffee,"46,00",6,46,276,Wilman Kala,Finland,1
1997-09-18 00.00.00.000,Tunnbröd,"9,00",5,9,45,Island Trading,UK,1
1997-09-19 00.00.00.000,Tofu,"23,25",30,"23,25","697,5",Frankenversand,Germany,1
1997-09-19 00.00.00.000,Perth Pasties,"32,80",10,"32,8",328,Frankenversand,Germany,1
1997-09-19 00.00.00.000,Escargots de Bourgogne,"13,25",30,"13,25","397,5",Frankenversand,Germany,1
1997-09-22 00.00.00.000,Ikura,"31,00",2,31,62,Tortuga Restaurante,Mexico,0
1997-09-22 00.00.00.000,Teatime Chocolate Biscuits,"9,20",7,"9,2","64,4",Tortuga Restaurante,Mexico,0
1997-09-22 00.00.00.000,Gula Malacca,"19,45",21,"19,45","408,45",Tortuga Restaurante,Mexico,0
1997-09-22 00.00.00.000,Gumbär Gummibärchen,"31,23",30,"26,5455","796,365",Antonio Moreno Taquería,Mexico,0
1997-09-22 00.00.00.000,Geitost,"2,50",8,"2,125",17,Antonio Moreno Taquería,Mexico,0
1997-09-23 00.00.00.000,Queso Manchego La Pastora,"38,00",100,38,3800,Save-a-lot Markets,USA,0
1997-09-23 00.00.00.000,Geitost,"2,50",30,"2,5",75,Save-a-lot Markets,USA,0
1997-09-23 00.00.00.000,Jack's New England Clam Chowder,"9,65",120,"9,65",1158,Save-a-lot Markets,USA,0
1997-09-23 00.00.00.000,Tourtière,"7,45",30,"7,45","223,5",Save-a-lot Markets,USA,0
1997-09-23 00.00.00.000,Raclette Courdavault,"55,00",12,55,660,Blondel père et fils,France,1
1997-09-24 00.00.00.000,Pavlova,"17,45",50,"13,087501","654,375",Old World Delicatessen,USA,0
1997-09-24 00.00.00.000,Gorgonzola Telino,"12,50",20,"9,375","187,5",Old World Delicatessen,USA,0
1997-09-24 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",40,"10,5",420,Old World Delicatessen,USA,0
1997-09-25 00.00.00.000,Teatime Chocolate Biscuits,"9,20",30,"8,28","248,4",Great Lakes Food Market,USA,0
1997-09-25 00.00.00.000,Sir Rodney's Scones,"10,00",12,9,108,Great Lakes Food Market,USA,0
1997-09-25 00.00.00.000,Wimmers gute Semmelknödel,"33,25",28,"33,25",931,Great Lakes Food Market,USA,0
1997-09-25 00.00.00.000,Geitost,"2,50",30,"2,5",75,Antonio Moreno Taquería,Mexico,0
1997-09-25 00.00.00.000,Louisiana Hot Spiced Okra,"17,00",4,17,68,Antonio Moreno Taquería,Mexico,0
1997-09-25 00.00.00.000,Rhönbräu Klosterbier,"7,75",30,"7,75","232,5",Antonio Moreno Taquería,Mexico,0
1997-09-26 00.00.00.000,Filo Mix,"7,00",9,7,63,Du monde entier,France,1
1997-09-26 00.00.00.000,Boston Crab Meat,"18,40",20,"18,4",368,Ottilies Käseladen,Germany,1
1997-09-26 00.00.00.000,Zaanse koeken,"9,50",40,"9,5",380,Ottilies Käseladen,Germany,1
1997-09-26 00.00.00.000,Camembert Pierrot,"34,00",30,34,1020,Ottilies Käseladen,Germany,1
1997-09-29 00.00.00.000,Ikura,"31,00",20,31,620,Gourmet Lanchonetes,Brazil,0
1997-09-29 00.00.00.000,Jack's New England Clam Chowder,"9,65",4,"9,65","38,6",Gourmet Lanchonetes,Brazil,0
1997-09-29 00.00.00.000,Zaanse koeken,"9,50",15,"9,5","142,5",Gourmet Lanchonetes,Brazil,0
1997-09-30 00.00.00.000,Alice Mutton,"39,00",30,"31,2",936,Piccolo und mehr,Austria,1
1997-09-30 00.00.00.000,Gumbär Gummibärchen,"31,23",15,"31,23","468,44998",Piccolo und mehr,Austria,1
1997-09-30 00.00.00.000,Mishi Kobe Niku,"97,00",50,"72,75","3637,5",Hungry Owl All-Night Grocers,Ireland,1
1997-09-30 00.00.00.000,Thüringer Rostbratwurst,"123,79",10,"123,79","1237,9",Hungry Owl All-Night Grocers,Ireland,1
1997-09-30 00.00.00.000,Inlagd Sill,"19,00",6,"14,25","85,5",Hungry Owl All-Night Grocers,Ireland,1
1997-10-01 00.00.00.000,Ikura,"31,00",18,"27,9","502,19998",Vaffeljernet,Denmark,1
1997-10-01 00.00.00.000,Rössle Sauerkraut,"45,60",60,"41,039997","2462,4",Vaffeljernet,Denmark,1
1997-10-01 00.00.00.000,Sasquatch Ale,"14,00",14,14,196,Vaffeljernet,Denmark,1
1997-10-01 00.00.00.000,Chai,"18,00",35,"13,5","472,5",Berglunds snabbköp,Sweden,1
1997-10-02 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,"28,5",570,Hanari Carnes,Brazil,0
1997-10-02 00.00.00.000,Original Frankfurter grüne Soße,"13,00",30,"9,75","292,5",Hanari Carnes,Brazil,0
1997-10-03 00.00.00.000,Chai,"18,00",30,18,540,QUICK-Stop,Germany,1
1997-10-03 00.00.00.000,Thüringer Rostbratwurst,"123,79",40,"123,79","4951,6",QUICK-Stop,Germany,1
1997-10-03 00.00.00.000,Ipoh Coffee,"46,00",40,46,1840,QUICK-Stop,Germany,1
1997-10-03 00.00.00.000,Gula Malacca,"19,45",24,"19,45","466,80002",QUICK-Stop,Germany,1
1997-10-03 00.00.00.000,Tarte au sucre,"49,30",48,"49,3","2366,4",QUICK-Stop,Germany,1
1997-10-03 00.00.00.000,Vegie-spread,"43,90",20,"43,9",878,Alfred's Futterkiste,Germany,1
1997-10-06 00.00.00.000,Mishi Kobe Niku,"97,00",6,97,582,White Clover Markets,USA,0
1997-10-06 00.00.00.000,Tourtière,"7,45",60,"6,3325","379,95",White Clover Markets,USA,0
1997-10-06 00.00.00.000,Gudbrandsdalsost,"36,00",30,"30,6",918,White Clover Markets,USA,0
1997-10-06 00.00.00.000,Röd Kaviar,"15,00",15,"12,75","191,25",White Clover Markets,USA,0
1997-10-06 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",90,30,2700,QUICK-Stop,Germany,1
1997-10-06 00.00.00.000,Raclette Courdavault,"55,00",25,55,1375,QUICK-Stop,Germany,1
1997-10-06 00.00.00.000,Outback Lager,"15,00",50,15,750,QUICK-Stop,Germany,1
1997-10-07 00.00.00.000,Northwoods Cranberry Sauce,"40,00",10,40,400,Wilman Kala,Finland,1
1997-10-07 00.00.00.000,Queso Manchego La Pastora,"38,00",4,38,152,Wilman Kala,Finland,1
1997-10-07 00.00.00.000,Guaraná Fantástica,"4,50",20,"4,5",90,Wilman Kala,Finland,1
1997-10-08 00.00.00.000,Alice Mutton,"39,00",20,39,780,White Clover Markets,USA,0
1997-10-08 00.00.00.000,Spegesild,"12,00",18,12,216,White Clover Markets,USA,0
1997-10-08 00.00.00.000,Teatime Chocolate Biscuits,"9,20",7,"6,8999996","48,299995",LINO-Delicateses,Venezuela,1
1997-10-08 00.00.00.000,Steeleye Stout,"18,00",9,"13,5","121,5",LINO-Delicateses,Venezuela,1
1997-10-08 00.00.00.000,Escargots de Bourgogne,"13,25",30,"9,9375","298,125",LINO-Delicateses,Venezuela,1
1997-10-08 00.00.00.000,Outback Lager,"15,00",30,"11,25","337,5",LINO-Delicateses,Venezuela,1
1997-10-09 00.00.00.000,Queso Cabrales,"21,00",15,21,315,Ernst Handel,Austria,1
1997-10-09 00.00.00.000,Alice Mutton,"39,00",8,"37,05","296,4",Ernst Handel,Austria,1
1997-10-09 00.00.00.000,Thüringer Rostbratwurst,"123,79",12,"117,6005","1411,206",Ernst Handel,Austria,1
1997-10-09 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",65,"19,9975","1299,8375",Ernst Handel,Austria,1
1997-10-09 00.00.00.000,Outback Lager,"15,00",8,"14,25",114,Ernst Handel,Austria,1
1997-10-09 00.00.00.000,Zaanse koeken,"9,50",12,"9,5",114,Morgenstern Gesundkost,Germany,1
1997-10-10 00.00.00.000,Chai,"18,00",5,"14,400001",72,Save-a-lot Markets,USA,0
1997-10-10 00.00.00.000,Sasquatch Ale,"14,00",12,"11,2","134,4",Save-a-lot Markets,USA,0
1997-10-10 00.00.00.000,Scottish Longbreads,"12,50",40,10,400,Save-a-lot Markets,USA,0
1997-10-10 00.00.00.000,Flotemysost,"21,50",60,"17,2",1032,Save-a-lot Markets,USA,0
1997-10-13 00.00.00.000,Raclette Courdavault,"55,00",42,"46,75","1963,5",Hungry Owl All-Night Grocers,Ireland,1
1997-10-13 00.00.00.000,Flotemysost,"21,50",20,"18,275","365,5",Hungry Owl All-Night Grocers,Ireland,1
1997-10-13 00.00.00.000,Lakkalikööri,"18,00",35,"15,3","535,5",Hungry Owl All-Night Grocers,Ireland,1
1997-10-13 00.00.00.000,Aniseed Syrup,"10,00",6,10,60,Alfred's Futterkiste,Germany,1
1997-10-13 00.00.00.000,Lakkalikööri,"18,00",15,18,270,Alfred's Futterkiste,Germany,1
1997-10-14 00.00.00.000,Chang,"19,00",5,19,95,Folk och fä HB,Sweden,1
1997-10-14 00.00.00.000,Raclette Courdavault,"55,00",35,55,1925,Folk och fä HB,Sweden,1
1997-10-14 00.00.00.000,Röd Kaviar,"15,00",35,15,525,Folk och fä HB,Sweden,1
1997-10-14 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",6,22,132,Queen Cozinha,Brazil,0
1997-10-14 00.00.00.000,Guaraná Fantástica,"4,50",35,"4,5","157,5",Queen Cozinha,Brazil,0
1997-10-14 00.00.00.000,Chocolade,"12,75",24,"12,75",306,Queen Cozinha,Brazil,0
1997-10-15 00.00.00.000,Gorgonzola Telino,"12,50",20,"12,5",250,HILARION-Abastos,Venezuela,1
1997-10-15 00.00.00.000,Mascarpone Fabioli,"32,00",4,32,128,HILARION-Abastos,Venezuela,1
1997-10-16 00.00.00.000,Pavlova,"17,45",20,"17,45",349,Old World Delicatessen,USA,0
1997-10-16 00.00.00.000,Ipoh Coffee,"46,00",24,46,1104,Old World Delicatessen,USA,0
1997-10-16 00.00.00.000,Raclette Courdavault,"55,00",8,55,440,Old World Delicatessen,USA,0
1997-10-16 00.00.00.000,Pâté chinois,"24,00",21,24,504,Around the Horn,UK,1
1997-10-16 00.00.00.000,Ravioli Angelo,"19,50",40,"19,5",780,Around the Horn,UK,1
1997-10-16 00.00.00.000,Outback Lager,"15,00",28,"12,75",357,Around the Horn,UK,1
1997-10-17 00.00.00.000,Chef Anton's Gumbo Mix,"21,35",4,"21,35","85,4",The Big Cheese,USA,0
1997-10-17 00.00.00.000,Inlagd Sill,"19,00",5,19,95,The Big Cheese,USA,0
1997-10-17 00.00.00.000,Northwoods Cranberry Sauce,"40,00",40,40,1600,Gourmet Lanchonetes,Brazil,0
1997-10-17 00.00.00.000,Manjimup Dried Apples,"53,00",28,53,1484,Gourmet Lanchonetes,Brazil,0
1997-10-17 00.00.00.000,Camembert Pierrot,"34,00",10,34,340,Gourmet Lanchonetes,Brazil,0
1997-10-20 00.00.00.000,Teatime Chocolate Biscuits,"9,20",5,"9,2",46,Franchi S.p.A.,Italy,1
1997-10-20 00.00.00.000,Zaanse koeken,"9,50",5,"9,5","47,5",Franchi S.p.A.,Italy,1
1997-10-21 00.00.00.000,Teatime Chocolate Biscuits,"9,20",12,"9,2","110,399994",Save-a-lot Markets,USA,0
1997-10-21 00.00.00.000,Jack's New England Clam Chowder,"9,65",42,"9,65","405,3",Save-a-lot Markets,USA,0
1997-10-21 00.00.00.000,Perth Pasties,"32,80",120,"32,8",3936,Save-a-lot Markets,USA,0
1997-10-21 00.00.00.000,Perth Pasties,"32,80",3,"31,159998","93,479996",Hungry Owl All-Night Grocers,Ireland,1
1997-10-21 00.00.00.000,Gnocchi di nonna Alice,"38,00",30,38,1140,Hungry Owl All-Night Grocers,Ireland,1
1997-10-22 00.00.00.000,Ikura,"31,00",18,31,558,Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Gumbär Gummibärchen,"31,23",30,"31,23","936,89996",Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Rogede sild,"9,50",110,"9,5",1045,Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Spegesild,"12,00",24,12,288,Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Chang,"19,00",30,"14,25","427,5",Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Alice Mutton,"39,00",27,"29,25","789,75",Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Zaanse koeken,"9,50",50,"7,125","356,25",Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Gnocchi di nonna Alice,"38,00",18,"28,5",513,Save-a-lot Markets,USA,0
1997-10-22 00.00.00.000,Escargots de Bourgogne,"13,25",12,"9,9375","119,25",Save-a-lot Markets,USA,0
1997-10-23 00.00.00.000,Ikura,"31,00",21,31,651,Bon app',France,1
1997-10-23 00.00.00.000,Flotemysost,"21,50",30,"21,5",645,Bon app',France,1
1997-10-24 00.00.00.000,Sir Rodney's Scones,"10,00",5,10,50,Rancho grande,Argentina,0
1997-10-24 00.00.00.000,Manjimup Dried Apples,"53,00",7,53,371,Rancho grande,Argentina,0
1997-10-24 00.00.00.000,Sirop d'érable,"28,50",10,"28,5",285,Rancho grande,Argentina,0
1997-10-24 00.00.00.000,Sir Rodney's Scones,"10,00",32,"9,5",304,Frankenversand,Germany,1
1997-10-24 00.00.00.000,Tourtière,"7,45",15,"7,45","111,75",Frankenversand,Germany,1
1997-10-24 00.00.00.000,Gudbrandsdalsost,"36,00",25,"34,2",855,Frankenversand,Germany,1
1997-10-27 00.00.00.000,Queso Manchego La Pastora,"38,00",36,38,1368,Königlich Essen,Germany,1
1997-10-27 00.00.00.000,Pavlova,"17,45",20,"17,45",349,Königlich Essen,Germany,1
1997-10-27 00.00.00.000,Inlagd Sill,"19,00",40,19,760,Königlich Essen,Germany,1
1997-10-27 00.00.00.000,Tarte au sucre,"49,30",20,"49,3",986,Königlich Essen,Germany,1
1997-10-27 00.00.00.000,Carnarvon Tigers,"62,50",12,"46,875","562,5",Let's Stop N Shop,USA,0
1997-10-27 00.00.00.000,Nord-Ost Matjeshering,"25,89",3,"19,4175","58,2525",Let's Stop N Shop,USA,0
1997-10-27 00.00.00.000,Tourtière,"7,45",40,"5,5874996","223,49998",Let's Stop N Shop,USA,0
1997-10-28 00.00.00.000,Steeleye Stout,"18,00",21,18,378,Que Delícia,Brazil,0
1997-10-28 00.00.00.000,Flotemysost,"21,50",8,"21,5",172,Que Delícia,Brazil,0
1997-10-29 00.00.00.000,Gula Malacca,"19,45",50,"18,4775","923,87506",QUICK-Stop,Germany,1
1997-10-29 00.00.00.000,Chang,"19,00",3,19,57,Save-a-lot Markets,USA,0
1997-10-29 00.00.00.000,Gorgonzola Telino,"12,50",50,"12,5",625,Save-a-lot Markets,USA,0
1997-10-29 00.00.00.000,Scottish Longbreads,"12,50",45,"12,5","562,5",Save-a-lot Markets,USA,0
1997-10-29 00.00.00.000,Rhönbräu Klosterbier,"7,75",42,"7,75","325,5",Save-a-lot Markets,USA,0
1997-10-30 00.00.00.000,Gumbär Gummibärchen,"31,23",15,"31,23","468,44998",White Clover Markets,USA,0
1997-10-30 00.00.00.000,Ikura,"31,00",16,31,496,Mère Paillarde,Canada,0
1997-10-30 00.00.00.000,Sirop d'érable,"28,50",5,"28,5","142,5",Mère Paillarde,Canada,0
1997-10-31 00.00.00.000,Jack's New England Clam Chowder,"9,65",12,"9,65","115,799995",Familia Arquibaldo,Brazil,0
1997-10-31 00.00.00.000,Filo Mix,"7,00",4,7,28,Familia Arquibaldo,Brazil,0
1997-10-31 00.00.00.000,Pâté chinois,"24,00",6,24,144,Familia Arquibaldo,Brazil,0
1997-11-03 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",25,22,550,Eastern Connection,UK,1
1997-11-03 00.00.00.000,Queso Cabrales,"21,00",5,21,105,Eastern Connection,UK,1
1997-11-03 00.00.00.000,Alice Mutton,"39,00",20,"37,05",741,Reggiani Caseifici,Italy,1
1997-11-03 00.00.00.000,Gnocchi di nonna Alice,"38,00",10,"36,1",361,Reggiani Caseifici,Italy,1
1997-11-03 00.00.00.000,Raclette Courdavault,"55,00",10,"52,25","522,5",Reggiani Caseifici,Italy,1
1997-11-04 00.00.00.000,Nord-Ost Matjeshering,"25,89",15,"25,89","388,34998",Queen Cozinha,Brazil,0
1997-11-04 00.00.00.000,Boston Crab Meat,"18,40",6,"18,4","110,399994",Queen Cozinha,Brazil,0
1997-11-04 00.00.00.000,Pâté chinois,"24,00",12,24,288,Queen Cozinha,Brazil,0
1997-11-04 00.00.00.000,Camembert Pierrot,"34,00",15,34,510,Queen Cozinha,Brazil,0
1997-11-04 00.00.00.000,Chai,"18,00",50,18,900,LINO-Delicateses,Venezuela,1
1997-11-04 00.00.00.000,Sir Rodney's Scones,"10,00",30,10,300,LINO-Delicateses,Venezuela,1
1997-11-04 00.00.00.000,Valkoinen suklaa,"16,25",40,"16,25",650,LINO-Delicateses,Venezuela,1
1997-11-05 00.00.00.000,Pavlova,"17,45",15,"16,577501","248,66252",Bon app',France,1
1997-11-05 00.00.00.000,Gorgonzola Telino,"12,50",3,"11,875","35,625",Bon app',France,1
1997-11-05 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",10,"19,9975","199,97499",Bon app',France,1
1997-11-06 00.00.00.000,Sir Rodney's Scones,"10,00",40,"9,5",380,Chop-suey Chinese,Switzerland,1
1997-11-06 00.00.00.000,Manjimup Dried Apples,"53,00",30,"50,35","1510,5",Chop-suey Chinese,Switzerland,1
1997-11-06 00.00.00.000,Lakkalikööri,"18,00",20,18,360,Bon app',France,1
1997-11-07 00.00.00.000,Tofu,"23,25",16,"23,25",372,Berglunds snabbköp,Sweden,1
1997-11-07 00.00.00.000,Rössle Sauerkraut,"45,60",20,"45,6",912,Berglunds snabbköp,Sweden,1
1997-11-07 00.00.00.000,Filo Mix,"7,00",25,7,175,Berglunds snabbköp,Sweden,1
1997-11-07 00.00.00.000,Grandma's Boysenberry Spread,"25,00",30,25,750,Gourmet Lanchonetes,Brazil,0
1997-11-07 00.00.00.000,Nord-Ost Matjeshering,"25,89",15,"25,89","388,34998",Gourmet Lanchonetes,Brazil,0
1997-11-07 00.00.00.000,Lakkalikööri,"18,00",20,18,360,Gourmet Lanchonetes,Brazil,0
1997-11-10 00.00.00.000,Sirop d'érable,"28,50",20,"25,65",513,Let's Stop N Shop,USA,0
1997-11-10 00.00.00.000,Original Frankfurter grüne Soße,"13,00",2,"11,7","23,4",Let's Stop N Shop,USA,0
1997-11-11 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",40,"21,05",842,Hungry Owl All-Night Grocers,Ireland,1
1997-11-11 00.00.00.000,Rhönbräu Klosterbier,"7,75",20,"7,75",155,Hungry Owl All-Night Grocers,Ireland,1
1997-11-11 00.00.00.000,Konbu,"6,00",4,6,24,Vins et alcools Chevalier,France,1
1997-11-11 00.00.00.000,Jack's New England Clam Chowder,"9,65",12,"9,65","115,799995",Vins et alcools Chevalier,France,1
1997-11-12 00.00.00.000,Pavlova,"17,45",3,"17,45","52,350002",Spécialités du monde,France,1
1997-11-12 00.00.00.000,Inlagd Sill,"19,00",6,19,114,Vins et alcools Chevalier,France,1
1997-11-12 00.00.00.000,Filo Mix,"7,00",18,7,126,Vins et alcools Chevalier,France,1
1997-11-13 00.00.00.000,Rössle Sauerkraut,"45,60",5,"36,48","182,4",White Clover Markets,USA,0
1997-11-13 00.00.00.000,Steeleye Stout,"18,00",35,"14,400001","504,00003",White Clover Markets,USA,0
1997-11-13 00.00.00.000,Rogede sild,"9,50",40,"7,6",304,White Clover Markets,USA,0
1997-11-13 00.00.00.000,Gnocchi di nonna Alice,"38,00",14,"30,4","425,6",White Clover Markets,USA,0
1997-11-14 00.00.00.000,Chang,"19,00",15,"15,2",228,Around the Horn,UK,1
1997-11-14 00.00.00.000,Aniseed Syrup,"10,00",20,10,200,Bottom-Dollar Markets,Canada,0
1997-11-14 00.00.00.000,Camembert Pierrot,"34,00",50,34,1700,Bottom-Dollar Markets,Canada,0
1997-11-14 00.00.00.000,Mozzarella di Giovanni,"34,80",35,"34,8",1218,Bottom-Dollar Markets,Canada,0
1997-11-17 00.00.00.000,Spegesild,"12,00",28,"11,4","319,19998",Around the Horn,UK,1
1997-11-17 00.00.00.000,Boston Crab Meat,"18,40",50,"14,72",736,Vaffeljernet,Denmark,1
1997-11-18 00.00.00.000,Carnarvon Tigers,"62,50",24,"62,5",1500,QUICK-Stop,Germany,1
1997-11-18 00.00.00.000,Gula Malacca,"19,45",16,"19,45","311,2",QUICK-Stop,Germany,1
1997-11-18 00.00.00.000,Raclette Courdavault,"55,00",45,55,2475,QUICK-Stop,Germany,1
1997-11-18 00.00.00.000,Mozzarella di Giovanni,"34,80",7,"34,8","243,59999",QUICK-Stop,Germany,1
1997-11-19 00.00.00.000,Konbu,"6,00",6,6,36,Chop-suey Chinese,Switzerland,1
1997-11-19 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",28,14,392,Chop-suey Chinese,Switzerland,1
1997-11-19 00.00.00.000,Tarte au sucre,"49,30",9,"49,3","443,69998",Chop-suey Chinese,Switzerland,1
1997-11-19 00.00.00.000,Gudbrandsdalsost,"36,00",40,36,1440,Chop-suey Chinese,Switzerland,1
1997-11-19 00.00.00.000,Gorgonzola Telino,"12,50",8,"12,5",100,Piccolo und mehr,Austria,1
1997-11-19 00.00.00.000,Jack's New England Clam Chowder,"9,65",35,"9,65","337,75",Piccolo und mehr,Austria,1
1997-11-19 00.00.00.000,Vegie-spread,"43,90",9,"43,9","395,1",Piccolo und mehr,Austria,1
1997-11-19 00.00.00.000,Gudbrandsdalsost,"36,00",30,36,1080,Piccolo und mehr,Austria,1
1997-11-20 00.00.00.000,Tunnbröd,"9,00",44,9,396,Save-a-lot Markets,USA,0
1997-11-20 00.00.00.000,Boston Crab Meat,"18,40",40,"18,4",736,Save-a-lot Markets,USA,0
1997-11-20 00.00.00.000,Gnocchi di nonna Alice,"38,00",28,38,1064,Save-a-lot Markets,USA,0
1997-11-20 00.00.00.000,Gnocchi di nonna Alice,"38,00",15,38,570,Island Trading,UK,1
1997-11-20 00.00.00.000,Raclette Courdavault,"55,00",6,55,330,Island Trading,UK,1
1997-11-20 00.00.00.000,Lakkalikööri,"18,00",10,18,180,Island Trading,UK,1
1997-11-21 00.00.00.000,Tofu,"23,25",5,"19,7625","98,8125",Wartian Herkku,Finland,1
1997-11-21 00.00.00.000,Rogede sild,"9,50",40,"8,075",323,Wartian Herkku,Finland,1
1997-11-21 00.00.00.000,Raclette Courdavault,"55,00",25,"46,75","1168,75",Wartian Herkku,Finland,1
1997-11-24 00.00.00.000,Gumbär Gummibärchen,"31,23",12,"28,106998","337,284",Richter Supermarkt,Switzerland,1
1997-11-24 00.00.00.000,Nord-Ost Matjeshering,"25,89",30,"25,89","776,69995",Richter Supermarkt,Switzerland,1
1997-11-24 00.00.00.000,Valkoinen suklaa,"16,25",20,"14,625","292,5",Richter Supermarkt,Switzerland,1
1997-11-24 00.00.00.000,Röd Kaviar,"15,00",15,15,225,Richter Supermarkt,Switzerland,1
1997-11-24 00.00.00.000,Chai,"18,00",8,18,144,North/South,UK,1
1997-11-24 00.00.00.000,Gudbrandsdalsost,"36,00",3,36,108,North/South,UK,1
1997-11-25 00.00.00.000,Rogede sild,"9,50",4,"9,5",38,Franchi S.p.A.,Italy,1
1997-11-25 00.00.00.000,Longlife Tofu,"10,00",5,10,50,Franchi S.p.A.,Italy,1
1997-11-25 00.00.00.000,Boston Crab Meat,"18,40",3,"18,4","55,199997",Magazzini Alimentari Riuniti,Italy,1
1997-11-26 00.00.00.000,Zaanse koeken,"9,50",30,"7,125","213,75",Bon app',France,1
1997-11-26 00.00.00.000,Gnocchi di nonna Alice,"38,00",30,"28,5",855,Bon app',France,1
1997-11-26 00.00.00.000,Ravioli Angelo,"19,50",14,"14,625","204,75",Bon app',France,1
1997-11-26 00.00.00.000,Gudbrandsdalsost,"36,00",25,27,675,Bon app',France,1
1997-11-27 00.00.00.000,Carnarvon Tigers,"62,50",21,50,1050,Split Rail Beer & Ale,USA,0
1997-11-27 00.00.00.000,Inlagd Sill,"19,00",20,"15,2",304,Split Rail Beer & Ale,USA,0
1997-11-27 00.00.00.000,Scottish Longbreads,"12,50",6,10,60,Split Rail Beer & Ale,USA,0
1997-11-27 00.00.00.000,Gudbrandsdalsost,"36,00",20,"28,800001",576,Split Rail Beer & Ale,USA,0
